,dominant_topic,original_text,topic_perc_contrib,tokens,num_tokens,unique_tokens,num_unique_tokens,keywords,correct
84,Series Authenticity,"A great TW, especially in co-op.",0.332800001,[],0,[],0,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
511,Strategic Gameplay,"plays great, new features improve on past games. waiting for workshop support now.",0.7852,"['new_features', 'workshop', 'support']",3,"['support', 'workshop', 'new_features']",3,"faction, army, diplomacy, vassal, war, player, people, way, city, problem",1
2349,Series Authenticity,"Me and total war go back,me and three kingdoms go back even more but i didnt pre-ordered the game cause i was disappointed by Rome 2 and to be honest after Attila and Britannia i didnt had any hope for it but guys...
THIS.IS.IT for real. 10/10",0.863399982,"['backme', 'three_kingdoms', 'attila', 'britannia', 'guy']",5,"['guy', 'backme', 'britannia', 'three_kingdoms', 'attila']",5,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
3504,Strategic Gameplay,"Everything I hoped it would be. The biggest total war yet, with the most intricate and meaningful diplomacy system, the largest armies, the most factions, and the most gorgeous graphics and soundtrack. What's not to love?",0.583999991,"['diplomacy', 'army', 'faction', 'graphic', 'soundtrack', 'love']",6,"['graphic', 'soundtrack', 'army', 'faction', 'diplomacy', 'love']",6,"faction, army, diplomacy, vassal, war, player, people, way, city, problem",1
923,Tactical Gameplay,"Standard Total War game, although the armies are quite small, and generals can only recruit certain types of units, unlike previous, imo better, Total War games.",0.862299979,"['army', 'general', 'type', 'unit', 'unlike_previous', 'imo', 'total_war_games']",7,"['type', 'imo', 'unit', 'army', 'unlike_previous', 'total_war_games', 'general']",7,"unit, battle, faction, army, general, character, diplomacy, campaign, hero, building",1
1532,Series Authenticity,"Long time fan of the Total War series and i have to say this is probably one of the most fleshed out TW games ever made, the diplomacy system is amazing and easy to understand and the aspects one heroes and relationships are a fresh aspect. My only complaints would be that units feel boring compared to TW Warhammer, but that makes sense with a historical setting over fantasy and the southern part of the map feels empty but i assume new factions and lords will be added later.",0.496100008,"['long_time_fan', 'total_war_series', 'tw_games', 'diplomacy', 'easy_understand', 'aspect', 'hero', 'relationship', 'aspect', 'complaint', 'unit', 'tw_warhammer', 'makes_sense', 'fantasy', 'map', 'faction', 'lord']",17,"['total_war_series', 'lord', 'long_time_fan', 'unit', 'easy_understand', 'makes_sense', 'fantasy', 'complaint', 'relationship', 'faction', 'tw_games', 'aspect', 'hero', 'map', 'tw_warhammer', 'diplomacy']",16,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
199,Series Authenticity,It a great new addition to the total war franchise,0.666199982,['addition_total_war_franchise'],1,['addition_total_war_franchise'],1,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
2109,Series Authenticity,Really good game plain and simple,0.332800001,[],0,[],0,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
1300,Series Authenticity,Its a pretty good total war game,0.332800001,[],0,[],0,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
630,Series Authenticity,Probably the best TW so far,0.77759999,"['probably_best', 'tw']",2,"['probably_best', 'tw']",2,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
2517,Series Authenticity,"Most dynamic total war game packed with challenges and rewarding cinematic ancient battle and political experience. 

Respectful to source material of the three kingdom period. Its easily the most authentic three kingdom game of all time.

Its the most enjoyable total war game for me so far.",0.916000009,"['challenge', 'battle', 'experience', 'source_material', 'three_kingdom', 'period', 'three_kingdom']",7,"['challenge', 'battle', 'source_material', 'three_kingdom', 'experience', 'period']",6,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
550,Strategic Gameplay,Noice diplomacy proxy war is da best,0.712000012,"['diplomacy', 'war']",2,"['war', 'diplomacy']",2,"faction, army, diplomacy, vassal, war, player, people, way, city, problem",1
1132,Series Authenticity,another great Total war game with a massively improved diplomacy system,0.663900018,['diplomacy'],1,['diplomacy'],1,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
2739,Series Authenticity,"An incredible return to the historical roots of the series. The revamped diplomatic system presents players to explore other play-styles beyond your typical full-stack armies hopping from one enemy province to the next. Coalitions are encouraged, if not always a necessity, and the introduction of multiple trade-able is a welcome addition to help mix things up from previous titles. Want to stockpile food to sell to the rest of China at an inflated price? You now can!

I didn't think I would enjoy Romance mode, as I wasn't a fan of Warhammer and it's powerful generals, magic, monsters etc. But I'm happy to say that I love it and the heroes/characters. Racking up several hundred kills with a general can be very rewarding but with a risk - they are not indestructible. I have lost a number of powerful and significant characters as I was too busy micro-managing cavalry elsewhere on the map. Read beware: if you're not careful, you characters will die.

I suppose that is a bit of a statement about the era. A tumultuous time where any slight mistake can have disastrous consequences and it is that raising of the stakes that makes the game so much more enjoyable and re-playable. I had no prior interest in the Ancient China but - as is the way with Total War games - I have now done bits of reading here and there to learn about the period and the main players involved. Fascinating stuff.

Ultimately, this is by far my favourite of the series to date. Shogun II sat atop that throne and I honestly was not expecting it to be usurped by 3K. I was wrong. The king is dead; long live the king.

",0.477299988,"['return', 'root', 'series', 'present', 'player', 'playstyle', 'fullstack', 'enemy', 'province', 'coalition', 'necessity', 'introduction', 'addition', 'previous_titles', 'stockpile', 'food', 'sell', 'rest', 'china', 'price', 'romance_mode', 'fan', 'general', 'monster', 'love', 'heroescharacter', 'risk', 'number', 'character', 'cavalry', 'map', 'beware', 'character', 'statement', 'era', 'mistake', 'consequence', 'stake', 'ancient_china', 'way', 'total_war_games', 'period', 'player', 'stuff', 'series', 'date', 'shogun_two', 'throne', 'king', 'king']",50,"['previous_titles', 'fullstack', 'stuff', 'consequence', 'way', 'stockpile', 'romance_mode', 'ancient_china', 'character', 'statement', 'sell', 'rest', 'addition', 'throne', 'stake', 'return', 'food', 'heroescharacter', 'date', 'total_war_games', 'root', 'general', 'love', 'king', 'price', 'player', 'monster', 'cavalry', 'playstyle', 'present', 'series', 'fan', 'introduction', 'number', 'enemy', 'period', 'shogun_two', 'beware', 'necessity', 'province', 'coalition', 'china', 'mistake', 'era', 'map', 'risk']",46,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
2112,Tactical Gameplay,"Pros:

-Great focus on characters. Extensive skilltrees, opinions, rivalries, marriages, kids, etc. CKII of Total War :)
-Diplomacy that actually works and makes sense, First time in TW history (not counting mods)
-Great optimisation - no crashes and gamebreaking bugs since day 1, also  - modest AI turn times (until very-very lategame)
-Big map and lots of factions allow generally longer campaigns than in other TW games

So-so:

-Battles are just Atilla:Total War with added character-heroes. If you liked combat in Atilla, you will like this. If you prefer other TW's combat, you might be disappointed a bit

Cons:

-No Workshop (yet)
-Story component is weaker than it should be. Each faction have only 1 short ark and it will pass in like 5% of the game. For rest of the campagn - only random events, which are rare and dont make sense sometimes (family relocation being perfect example)
-Trailer music is great, battle music is ok, but strategic map music...of all classic Chinese motives they somehow picked the WORST. Its really annoying. For the first time I turned off music in TW game after first few hours
-Map is big, but contains some VERY questionable gamedesign decisions. I mean it was in TW before, but there it is on the scale of epic proportions - like, a two towns from same commandery on DIFFERENT sides of a big impassable mountain, each having towns from OTHER commanderies nearby?! ffs, this thing kills all immersion and pretense of realism

Overall: 9/10",0.369599998,"['pro', 'focus_characters', 'skilltree', 'opinion', 'marriage', 'kid', 'diplomacy_actually_works', 'makes_sense', 'tw', 'history', 'mod', 'optimisation', 'bug', 'day_one', 'ai', 'turn_times', 'veryvery', 'lategame', 'map', 'faction', 'campaign', 'tw_games', 'battle', 'war', 'characterheroe', 'combat', 'atilla', 'combat', 'workshop', 'story', 'component', 'faction', 'rest', 'event', 'family', 'relocation', 'example', 'trailer', 'music', 'battle', 'music', 'strategic_map', 'musicof', 'motif', 'music', 'tw', 'hour', 'decision', 'proportion', 'town', 'commandery', 'mountain', 'town', 'commandery', 'ff', 'immersion', 'pretense', 'realism']",58,"['veryvery', 'turn_times', 'family', 'relocation', 'pretense', 'marriage', 'story', 'tw_games', 'kid', 'optimisation', 'town', 'diplomacy_actually_works', 'characterheroe', 'focus_characters', 'battle', 'rest', 'tw', 'combat', 'example', 'lategame', 'pro', 'makes_sense', 'decision', 'faction', 'commandery', 'history', 'music', 'mountain', 'skilltree', 'atilla', 'workshop', 'motif', 'campaign', 'proportion', 'immersion', 'realism', 'ai', 'bug', 'war', 'event', 'musicof', 'ff', 'component', 'mod', 'opinion', 'map', 'strategic_map', 'trailer', 'hour', 'day_one']",50,"unit, battle, faction, army, general, character, diplomacy, campaign, hero, building",1
1552,Series Authenticity,Total war BEST GAME! BEST GAME,0.332800001,[],0,[],0,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
2548,Series Authenticity,"For those who like the Ancient Chinese History especially Three Kingdoms, please grab this game and experience the feel of becoming an emperor of Ancient China.",0.751699984,"['ancient_chinese', 'history', 'three_kingdoms', 'grab', 'experience', 'emperor', 'ancient_china']",7,"['grab', 'emperor', 'ancient_china', 'three_kingdoms', 'history', 'experience', 'ancient_chinese']",7,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
3282,Series Authenticity,Best TW game up to date hands down.,0.833000004,"['best_tw', 'date', 'hand']",3,"['hand', 'best_tw', 'date']",3,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
645,Series Authenticity,Best campaign in a TW game. It's like Dynasty Warriors with a turn based campaign.,0.888000011,"['campaign', 'tw', 'dynasty_warriors', 'turn_based', 'campaign']",5,"['dynasty_warriors', 'tw', 'turn_based', 'campaign']",4,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
745,Series Authenticity,Good strategy game with nice graphics,0.77700001,"['strategy', 'graphic']",2,"['strategy', 'graphic']",2,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
3033,Series Authenticity,Best Total War game up to date!!!!!!!!!!!!!!!!!!!!!!!!!!,0.666400015,['best_total_war_date'],1,['best_total_war_date'],1,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
944,Characters,"What is best in life?

 To crush your enemies, see them driven before you, and to hear the lamentation of their women! 

You get to do all these things and more.

5/5",0.805400014,"['life', 'enemy', 'lamentation', 'woman']",4,"['life', 'enemy', 'lamentation', 'woman']",4,"china, war, cao_cao, lu_bu, liu_bei, yuan_shao, army, character, man, emperor",0
1138,Series Authenticity,"This game made me lose my mind.
I simply can't stop playing it. At first I thought it wouldn't be as interesting due to not being so much into the Chinese history and culture. 
But Creative Assemble once again proved me wrong.
You guys are the best! 10 out of 10!
",0.902800024,"['mind', 'stop_playing', 'chinese_history', 'culture', 'assemble', 'guy', '10_10']",7,"['mind', 'guy', 'assemble', 'stop_playing', 'chinese_history', '10_10', 'culture']",7,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
2141,Series Authenticity,"This one is way better than Koei's recent series. This game shows a real way of managing a country, especially in terms of how to make gold. In addition, I love the realistic portraits.",0.60710001,"['way', 'koeis', 'series', 'way', 'country', 'gold', 'addition', 'portrait']",8,"['country', 'way', 'addition', 'gold', 'koeis', 'series', 'portrait']",7,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
626,Series Authenticity,Best Total War game to date. Every game should be remastered to this quality.,0.777499974,"['best_total_war_date', 'quality']",2,"['quality', 'best_total_war_date']",2,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
2775,Series Authenticity,Very good TW game! Well done.,0.332800001,[],0,[],0,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
339,Characters,"""I will rather I wronged all the people under the heavens than for all the people under the heavens to wrong me."" - Cao Cao",0.80400002,"['people', 'people', 'heaven', 'cao_cao']",4,"['heaven', 'people', 'cao_cao']",3,"china, war, cao_cao, lu_bu, liu_bei, yuan_shao, army, character, man, emperor",1
2694,Strategic Gameplay,"It's not that often I make reviews, but for Three kingdoms i've gotta make an exception. 

CA have really outdone themselves with this game, from launch it's ran smoothly for me with no problems at all, playing on max settings I never seem to dip below 70 FPS, even during intense battles. The A.I (for the most part) seems decent, although they do appear to be able to spawn multiple armies out of nowhere even when they've had their economy badly damaged. I've not encountered a single bug in nearly 30 hours of game-play which for a total war game on launch is extremely impressive, although I have heard of some bugs from others (and some which have been patched as of this review). The game can sometimes be overwhelming towards the end with the amount of enemies you have to fight at once, but I thought the challenge really added to the game more than it took away. 
I seriously recommend this game to total war fans, and newer players alike since it's really easy to get in to, but with enough new material for older fans to enjoy. 

TLDR: While scores don't necessarily matter, i'd give three kingdoms a solid 8/10 and would highly encourage you to try it for yourself. 
",0.561800003,"['review', 'three_kingdoms', 'exception', 'launch', 'problem', 'max', 'setting', 'fps', 'battle', 'spawn', 'army', 'economy', 'bug', '30_hours', 'gameplay', 'launch', 'bug', 'review', 'end', 'enemy', 'challenge', 'fan', 'player', 'material', 'fan', 'tldr', 'score', 'three_kingdoms', 'encourage', 'try']",30,"['fps', 'gameplay', 'economy', 'challenge', 'battle', 'max', 'spawn', 'launch', 'exception', 'material', 'three_kingdoms', 'problem', '30_hours', 'encourage', 'player', 'fan', 'try', 'enemy', 'end', 'setting', 'review', 'bug', 'tldr', 'score', 'army']",25,"faction, army, diplomacy, vassal, war, player, people, way, city, problem",1
2698,Game Stability,"Probably one of the only games out this year that is worth the price. Its great.

The only thing i would say they need to fix is diplomacy. You can kinda break the game with it and win rather quickly.",0.516600013,"['year', 'worth_price', 'need_fix', 'diplomacy', 'win']",5,"['need_fix', 'win', 'worth_price', 'year', 'diplomacy']",5,"campaign, hour, issue, battle, bug, crash, multiplayer, review, rome, fix",0
237,Series Authenticity,"Love the campaign map and diplomacy expansion, can't wait for workshop support for personal add-ons.",0.512099981,"['campaign_map', 'diplomacy', 'expansion', 'workshop', 'support', 'addon']",6,"['addon', 'workshop', 'expansion', 'campaign_map', 'support', 'diplomacy']",6,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",0
3466,Strategic Gameplay,"Changing to positive due to the game actually being pretty awesome. While the army chasing is frustrating, the rest of the game shines. There are a few issues and bugs that need worked out (heavy repeater crossbows are currently broken as of this writing), but overall one of my top 5 favorite total war games so far. The diplomacy and campaign AI (omitting army chasing) have made for some of the best total war experiences I've had in the series. 


Previous review:

Might be fun if I didn't spend the entire game chasing around armies that were in constant retreat. Wasting time while my cities fell. This is a game flaw that has been around since almost the first in the series. 

CA, you need to fix this. It's not hard. Let me show you. Every time an army retreats, reduce their movement by half the following turn. It's that bloody simple.",0.777800024,"['army', 'rest', 'issue', 'bug', 'repeater', 'crossbow', 'one_favorite', 'total_war_games', 'diplomacy', 'campaign', 'army', 'best_total_war', 'experience', 'series', 'review', 'fun', 'chasing', 'army', 'retreat', 'wasting_time', 'city', 'flaw', 'series', 'need_fix', 'army', 'retreat', 'movement', 'half', 'turn']",29,"['need_fix', 'wasting_time', 'fun', 'flaw', 'rest', 'total_war_games', 'diplomacy', 'best_total_war', 'chasing', 'one_favorite', 'retreat', 'issue', 'repeater', 'campaign', 'series', 'crossbow', 'review', 'bug', 'turn', 'movement', 'army', 'experience', 'half', 'city']",24,"faction, army, diplomacy, vassal, war, player, people, way, city, problem",1
2483,Characters,Alternative Universe: Gongsun Zan and his descendants become a military dictator of China. 10/10 would would rule China with an iron fist again.,0.845200002,"['universe', 'gongsun_zan', 'descendant', 'dictator', 'china', 'rule_china', 'iron', 'fist']",8,"['dictator', 'china', 'gongsun_zan', 'universe', 'descendant', 'fist', 'rule_china', 'iron']",8,"china, war, cao_cao, lu_bu, liu_bei, yuan_shao, army, character, man, emperor",1
1901,Series Authenticity,"The best of strategy game 2019
But... the soldiers move is like Shogun 2, stupid and slow",0.579599977,"['strategy', 'soldier', 'shogun_two']",3,"['soldier', 'strategy', 'shogun_two']",3,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
3450,Strategic Gameplay,"Wow, i finally pre-ordered a game that wasnt complete shit",0.587199986,['shit'],1,['shit'],1,"faction, army, diplomacy, vassal, war, player, people, way, city, problem",0
1424,Series Authenticity,"What an amazing Game!
CA did a really good with this title. Overall the game is a bit more complex than the previous ones, but also more fun to play!",0.832300007,"['title', 'fun', 'play']",3,"['fun', 'title', 'play']",3,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
347,Series Authenticity,Fantastic rendition of the time period.,0.77670002,"['rendition', 'time_period']",2,"['rendition', 'time_period']",2,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
411,Series Authenticity,Got a general I didn't like because he smiled weird. He got kidnapped. Didn't pay 500 to free him. He was executed. 10/10,0.664600015,['pay'],1,['pay'],1,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",0
1795,Series Authenticity,"This is by far the most complex Total War game made in the historical series. Been playing since Shogun (The original one not Shogun 2) and I can say this is the most in depth release of any TW game at release if not ever. 

If you have never played a TW game before, I do not suggest this to be your first. The learning curve is a bit steep for an all player to the franchise. Start at Shogun 2 or Rome 2 if you're new. If you are a seasoned vet, this is the TW you have been waiting for.

10/10",0.955299973,"['series', 'playing', 'shogun', 'shogun_two', 'depth', 'release', 'tw', 'release', 'learning_curve', 'player', 'franchise', 'start', 'vet', 'tw']",14,"['franchise', 'depth', 'tw', 'vet', 'player', 'playing', 'series', 'shogun', 'release', 'learning_curve', 'shogun_two', 'start']",12,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
1641,Tactical Gameplay,My favorite recent Total War entry. Three Kingdoms is very balanced mix of real and fantasy and it's just to my taste. I would've liked to have more flavor characters though as the character pool starts to become stale beyond 200+ turns.,0.495700002,"['entry', 'three_kingdoms', 'mix', 'fantasy', 'taste', 'flavor', 'character', 'character', 'pool', 'turn']",10,"['mix', 'turn', 'taste', 'pool', 'entry', 'fantasy', 'three_kingdoms', 'character', 'flavor']",9,"unit, battle, faction, army, general, character, diplomacy, campaign, hero, building",0
2316,Series Authenticity,"The best TW so far. Works perfectly from the very first day:
- optimized quite well,
- AI is not bad, you don't feel cheated like in previous games,
- diplomacy works, it's logical and more complex (trading territories, faction filtration, etc.),
- spies work more realisticaly (hate one spy obliterating whole army in Rome 2),
- better responsivnes of units in battle (just my opinion),
- great map with interesting features,
- and more.

It's a must have fot TW fans and for all strategy fans.",0.444099993,"['best_tw', 'day', 'previous_games', 'diplomacy_works', 'trading', 'territory', 'faction', 'filtration', 'spy', 'realisticaly', 'spy', 'army', 'rome_two', 'responsivne', 'unit', 'battle', 'opinion', 'feature', 'fan', 'strategy', 'fan']",21,"['filtration', 'territory', 'strategy', 'diplomacy_works', 'battle', 'realisticaly', 'spy', 'faction', 'trading', 'previous_games', 'rome_two', 'feature', 'responsivne', 'fan', 'best_tw', 'unit', 'day', 'army', 'opinion']",19,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
493,Series Authenticity,"So far, the best Total War !",0.666400015,['best_total_war'],1,['best_total_war'],1,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
3072,Tactical Gameplay,"100% trash balance

Who will win

a full stack of units plus a siege engine


one bandit bitch on a horse",0.430099994,"['trash', 'balance', 'win', 'stack', 'unit', 'siege', 'engine', 'bitch', 'horse']",9,"['stack', 'siege', 'unit', 'bitch', 'horse', 'win', 'engine', 'balance', 'trash']",9,"unit, battle, faction, army, general, character, diplomacy, campaign, hero, building",1
460,Series Authenticity,The most well-crafted entry in the series so far.,0.777499974,"['entry', 'series']",2,"['entry', 'series']",2,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",1
2055,Tactical Gameplay,"I'll start off by saying I started playing the Total War series with Warhammer I then II.  Therefore, I can't speak of how poorly or well this game relates to anything prior.  I've always been a huge fan of the fantasy genre and absolutely love the Warhammer series so I figured I'd give this a shot as I'm also intrigued by the Romance series.

This game certainly does not disappoint.  It is evident the diplomacy has been revamped.  I like every aspect better than that of the aforementioned series.  There is a ""Quick Deal"" button that shows you all of the known factions and whether or not they'll accept said offer.  Saves a lot of time as opposed to going through each faction individually.  There is a lot that goes into the diplomacy as well.  Vassals, War, Trade among other topics all have their own diplomacy tab, just to give you an idea of the depth.

The gameplay is similar to that of Warhammer, and I'm assuming the rest of the franchise.  I was skeptical of there not being a wide enough variety of troops to keep me interested (Battle-wise) as I was likely spoiled with the fantasy genre of Warhammer.  There are a good number of unit variations as you progress through the skill tree with 1 or 2 ""Special"" units per Leader.  There is some variance between Leaders as well.  Each seem to have their own agenda and playstyle, which changes things up some.

The city control, settlement building, unit movement and recruitment are all basically the same to the previous title.  The only thing I had trouble initially grasping was that of the ""Satisfaction"" of each city. I got that it was basically the Public Order but was not aware of the ""Corruption"".  I was frustrated that I was capturing cities, farms, ports etc yet losing income every turn...  Increasingly so.  Finally realized and discovered how corruption is so important and was able to mediate it on my subsequent playthrough.  

With all of this being said, even with over 700hrs of gameplay on Warhammer II alone, there was still a relatively steep learning curve as I wasn't familiar with previous installments.  There were many things, including my economy (As previously stated), reasons why one faction became upset with me when all signs pointed to what should've been a positive outcome, along with certain battle instances where the AI Cavalry decimated my Spearmen.  I still have some head scratchers but ultimately I feel it's a well polished game.

I purposely waited until I gave the game a fair shake to write this review because there were and are still some things I'll have to wait to find out.  Currently I have just over 70hrs logged and I'm on my 3rd try.  My first play I chose Cao Cao.  I ultimately had alliances and friends all over the map.  There was no where and nothing to do unless I wanted to become ""Untrustworthy"" and start wars with allies.  I chose to restart as Lui Bei.  This is where the economy crippled me.  I was about 1k in the green then went to war with Ma Teng.  Conquered his territory along with what was remaining from the Han Dynasty and ended up -7K....  Minus SEVEN THOUSAND.  WTF reset.  This time I'm playing as Gongsun Zan.  Doing well but nearly to the point of my Cao Cao campaign.  Just became Emperor so I lost a few friends along the way.  I have a good economy and grip on the Northeast.  I do feel as though I've gotten a better feel for the game and its mechanics now.  I'm only saying this because I'm sure this game will be off-putting because the tutorial isn't great and there is so much involved.  Things won't come easy but when they click, they click.

One last thing I'd like to touch on, which is a great plus for this game is the espionage.  There are a ton of options along 4 chains of actions for your spy to perform.  All require faction points, which are accrued by turn and spy points which are accrued by that individual spy.  Which options are available depend on the position your spy attains while embedded in that faction.  If they lead a military force, they can perform actions that give you line of sight or even hinder or defect that force.  One pleasant surprise on my Cao Cao play through was that my spy was appointed as Sun Jian's family member.  My spy developed such close ties that Sun Jian adopted him.  At that point, once I accrued the necessary amount of points, I assassinated the heir, Sun Ce.  Spies can also defect and change sides and you might also have to face them in battle.  I had to face one in battle and they retreated early but I ensured I focused on the other two generals so I didn't kill my own.  The possibility of spies also adds a cautious side to my tactics.  I'm currently skeptical of SIma Yi's intentions.  I know he was always close with Lui Bei but suddenly he comes to me...  He asks for a higher court position, which I know would give him more accessibility in my faction but do I want to risk losing such a good general??  We'll see but I'd rather not banish his ass lol.

So much intrigue and so much that has been different on my 3 campaigns.  I'm looking forward to being the last Emperor standing this time around!",0.410600007,"['start_saying', 'started_playing', 'total_war_series', 'warhammer_two', 'speak', 'huge_fan', 'fantasy', 'genre', 'absolutely_love', 'series', 'romance', 'series', 'diplomacy', 'aspect', 'series', 'quick_deal', 'button', 'faction', 'faction', 'diplomacy', 'vassal', 'war', 'trade', 'topic', 'tab', 'idea', 'depth', 'gameplay', 'warhammer', 'rest', 'franchise', 'variety', 'troop', 'battlewise', 'fantasy', 'genre', 'number', 'unit', 'variation', 'skill_tree', 'special_units', 'leader', 'variance', 'leader', 'playstyle', 'city', 'control', 'settlement', 'building', 'unit', 'movement', 'recruitment', 'title', 'trouble', 'satisfaction', 'city', 'public_order', 'corruption', 'city', 'farm', 'port', 'income', 'turn', 'corruption', 'mediate', 'playthrough', 'gameplay', 'warhammer_two', 'steep_learning_curve', 'previous_installments', 'economy', 'reason', 'faction', 'sign', 'outcome', 'battle', 'instance', 'cavalry', 'spearman', 'scratcher', 'shake', 'write_review', '3rd', 'try', 'play', 'cao_cao', 'friend', 'start', 'war', 'ally', 'lui_bei', 'economy', 'war', 'ma_teng', 'territory', 'han_dynasty', 'wtf', 'reset', 'gongsun_zan', 'point', 'cao_cao', 'campaign', 'emperor', 'friend', 'way', 'economy', 'grip', 'mechanic', 'tutorial', 'click', 'touch', 'espionage', 'ton', 'option', 'chain', 'action', 'spy', 'perform', 'faction', 'point', 'turn', 'spy', 'point', 'spy', 'option', 'depend', 'position', 'spy', 'attain', 'faction', 'force', 'perform', 'action', 'sight', 'hinder', 'defect', 'force', 'surprise', 'cao_cao', 'play', 'spy', 'sun', 'family', 'member', 'spy', 'tie', 'sun_jian', 'point', 'point', 'sun_ce', 'spy', 'change', 'battle', 'battle', 'general', 'possibility', 'spy', 'tactic', 'sima', 'yis', 'intention', 'lui_bei', 'court', 'position', 'accessibility', 'faction', 'risk', 'ass', 'campaign', 'looking_forward', 'emperor', 'standing']",172,"['shake', 'tactic', 'speak', 'variance', 'click', 'total_war_series', 'battle', 'position', 'variation', 'general', 'franchise', 'special_units', 'tie', 'ton', 'sun', 'quick_deal', 'point', 'building', 'ma_teng', 'member', 'unit', 'title', 'previous_installments', 'fantasy', 'option', 'depend', 'play', 'city', 'depth', 'espionage', 'port', 'looking_forward', 'skill_tree', 'playthrough', 'gameplay', 'start_saying', 'han_dynasty', 'friend', 'diplomacy', 'cao_cao', 'sun_ce', 'standing', 'gongsun_zan', 'cavalry', 'huge_fan', 'aspect', 'warhammer_two', 'variety', '3rd', 'yis', 'satisfaction', 'intention', 'vassal', 'movement', 'outcome', 'hinder', 'chain', 'way', 'button', 'romance', 'rest', 'genre', 'troop', 'faction', 'corruption', 'accessibility', 'court', 'trouble', 'grip', 'mechanic', 'playstyle', 'series', 'income', 'scratcher', 'try', 'number', 'warhammer', 'touch', 'emperor', 'sign', 'force', 'control', 'lui_bei', 'tab', 'action', 'steep_learning_curve', 'family', 'topic', 'possibility', 'territory', 'instance', 'surprise', 'farm', 'economy', 'reason', 'perform', 'recruitment', 'spy', 'settlement', 'leader', 'reset', 'ally', 'change', 'write_review', 'mediate', 'defect', 'sun_jian', 'battlewise', 'public_order', 'spearman', 'trade', 'tutorial', 'campaign', 'started_playing', 'idea', 'start', 'sight', 'sima', 'war', 'turn', 'ass', 'absolutely_love', 'wtf', 'attain', 'risk']",125,"unit, battle, faction, army, general, character, diplomacy, campaign, hero, building",1
3507,Game Stability,"despite  buying the game  on release and yellow turban  rebellion being out  i have no option to   install it . that wa the whole reason for buying it . however game play still very good , enjoyable game pls deal with this issue",0.886399984,"['release', 'yellow_turban_rebellion', 'option', 'reason', 'buying', 'play', 'issue']",7,"['issue', 'option', 'buying', 'release', 'play', 'yellow_turban_rebellion', 'reason']",7,"campaign, hour, issue, battle, bug, crash, multiplayer, review, rome, fix",1
715,Characters,3 out of 3 Chins Simulator,0.614899993,"['chin', 'simulator']",2,"['chin', 'simulator']",2,"china, war, cao_cao, lu_bu, liu_bei, yuan_shao, army, character, man, emperor",1
2369,Series Authenticity,why am I getting DRM-FAIL repeatedly?,0.332800001,['drmfail'],1,['drmfail'],1,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun",0
