,dominant_topic,original_text,topic_perc_contrib,tokens,num_tokens,unique_tokens,num_unique_tokens,keywords
545,Series Authenticity,Really great game with many optimizations in the campaign,0.7760999798774719,"['optimization', 'campaign']",2,"['campaign', 'optimization']",2,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
198,Series Authenticity,It's great to play the official Total War: THREE KINGDOMS！,0.6603000164031982,['kingdom'],1,['kingdom'],1,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
316,Game Stability,"Tbh, it started off a bit rough on release. But after some much needed patches I actually enjoy the game now :)",0.7008000016212463,"['release', 'patch']",2,"['release', 'patch']",2,"campaign, hour, issue, battle, bug, crash, multiplayer, review, rome, fix"
2317,Series Authenticity,"so so so so so so sooooooooooooooo good but can be glitchy at times but when you get involved its amazing 

9/10",0.3328000009059906,"['sooooooooooooooo', 'glitchy']",2,"['glitchy', 'sooooooooooooooo']",2,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
1023,Series Authenticity,A great improvement to many of the systems in previous games.,0.7754999995231628,"['improvement', 'previous_games']",2,"['improvement', 'previous_games']",2,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
319,Series Authenticity,The best total war Ive ever play,0.7768999934196472,"['best_total_war', 'play']",2,"['best_total_war', 'play']",2,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
1942,Series Authenticity,"amazing game and great graphics i would recomend this 

ai still cheats tho

9.7/10",0.4438999891281128,"['amazing_graphics', 'ai_cheats']",2,"['amazing_graphics', 'ai_cheats']",2,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
3315,Series Authenticity,I played 6 hours already??!!! Fun game so far.  Waited like 20 years for a TW Three Kingdoms game.,0.8657000064849854,"['hour', 'fun', '20_years', 'three_kingdoms']",4,"['three_kingdoms', '20_years', 'hour', 'fun']",4,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
833,Series Authenticity,Great improvement on the franchise! 10/10 recommended,0.777400016784668,"['improvement', 'franchise']",2,"['franchise', 'improvement']",2,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
116,Series Authenticity,Game is awesome. One small shame is the AI Vasseling ability seems so broken.,0.7764000296592712,"['shame', 'ability']",2,"['ability', 'shame']",2,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
3097,Hist/Cultr Authenticity,This game are the reason why that I didn't finish my school assignment,0.833899974822998,"['reason', 'finish', 'school', 'assignment']",4,"['finish', 'assignment', 'school', 'reason']",4,"faction, army, diplomacy, vassal, war, player, people, way, city, problem"
270,Series Authenticity,"The best part about this has to be the diplomacy, and the romantic.",0.6638000011444092,['diplomacy'],1,['diplomacy'],1,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
1595,Series Authenticity,"It's enjoyable, probably my most enjoyed historical Total War since Shogun 2, but something about it feels unpolished or maybe not-quite-finished. Probably to pave the way for future DLC.",0.8658000230789185,"['shogun_two', 'feel', 'way', 'future_dlc']",4,"['way', 'shogun_two', 'future_dlc', 'feel']",4,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
3187,Series Authenticity,By far the prettiest Total War game to date.,0.6664000153541565,['date'],1,['date'],1,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
2834,Series Authenticity,Really Enjoy it!! at last a Chinese era Total war,0.6628000140190125,['era'],1,['era'],1,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
1340,Hist/Cultr Authenticity,its the top of all time hell yeah,0.5777000188827515,['hell'],1,['hell'],1,"faction, army, diplomacy, vassal, war, player, people, way, city, problem"
1062,Series Authenticity,"By far the best Total War game so far, it even beats my previous favourite - Shogun 2

The diplomacy system has been massively imporved",0.8662999868392944,"['best_total_war', 'beat', 'shogun', 'diplomacy']",4,"['beat', 'shogun', 'best_total_war', 'diplomacy']",4,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
766,Series Authenticity,Been neglecting my gf for a while now due to this game...,0.3328000009059906,[],0,[],0,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
1580,Series Authenticity,A great addition to the total war series. Having the characters have a more profound impact was a much needed change.,0.8878999948501587,"['addition_total_war', 'series', 'character', 'impact', 'change']",5,"['impact', 'change', 'character', 'series', 'addition_total_war']",5,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
3364,Series Authenticity,"This is a fantastic game, they include all Chinese Speech with great pronunciation. Keep up, really looking forward all of the DLCs in the fulture!",0.5827999711036682,"['speech', 'pronunciation', 'looking_forward', 'dlcs', 'fulture']",5,"['looking_forward', 'dlcs', 'pronunciation', 'speech', 'fulture']",5,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
2760,Series Authenticity,this game reminds me of the old romance of the 3 kingdoms series this is my first total war game  and i am really enjoying this game i highly recommend this game,0.8884000182151794,"['romance', 'kingdom', 'series', 'enjoying', 'highly_recommend']",5,"['kingdom', 'romance', 'series', 'enjoying', 'highly_recommend']",5,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
2377,Series Authenticity,I like this game so I just want to recommend it.,0.3328000009059906,[],0,[],0,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
86,Series Authenticity,"One of the best total wars CA ever made, no complains here 8/10.",0.6664000153541565,['one_best_total_wars'],1,['one_best_total_wars'],1,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
1245,Series Authenticity,Really enjoying this entry into the Total War library.,0.6664000153541565,"['entry', 'library']",2,"['library', 'entry']",2,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
3181,Series Authenticity,"Simply put, the best Total War game since Shogun II.",0.7775999903678894,"['best_total_war', 'shogun_two']",2,"['best_total_war', 'shogun_two']",2,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
2520,Series Authenticity,This game is excellent. Kudos to CA.,0.6662999987602234,['kudo'],1,['kudo'],1,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
944,Strategic Gameplay,"What is best in life?

 To crush your enemies, see them driven before you, and to hear the lamentation of their women! 

You get to do all these things and more.

5/5",0.805400013923645,"['life', 'enemy', 'lamentation', 'woman']",4,"['lamentation', 'woman', 'enemy', 'life']",4,"china, war, cao_cao, lu_bu, liu_bei, yuan_shao, army, character, man, emperor"
2100,Game Stability,"first total war game AND grand strategy game i've ever played. 

my first 5-8 hours: ????????????????????????????????????????????????????????????

hours 10+: ooooh ok i get it now i like this

love the game is good is good",0.7699999809265137,"['grand_strategy', 'hour', 'hour', 'ooooh']",4,"['ooooh', 'hour', 'grand_strategy']",3,"campaign, hour, issue, battle, bug, crash, multiplayer, review, rome, fix"
1509,Series Authenticity,"Pretty good game, can't wait to see what expansions/dlc will bring to it. Fantastic step forward in the TW series!",0.8331000208854675,"['expansionsdlc', 'step_forward', 'tw', 'series']",4,"['tw', 'series', 'expansionsdlc', 'step_forward']",4,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
225,Series Authenticity,Really enjoyed it been a long time fan of the Total War series would highly recommend.,0.8331000208854675,"['long_time_fan', 'total_war_series', 'highly_recommend']",3,"['highly_recommend', 'total_war_series', 'long_time_fan']",3,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
1779,Game Stability,First few hours in and it's good. Would play again.,0.5504999756813049,['hour'],1,['hour'],1,"campaign, hour, issue, battle, bug, crash, multiplayer, review, rome, fix"
3047,Tactical Gameplay,New B ~ Great game with all functions which in my hope. 666,0.5705000162124634,['function'],1,['function'],1,"unit, battle, faction, army, general, character, diplomacy, campaign, hero, building"
1739,Series Authenticity,"Was really excited about this game.  Yikes shoulda just stopped at Rome 2, nothing since has been worth.",0.6639000177383423,"['yike', 'rome_two']",2,"['rome_two', 'yike']",2,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
3363,Game Stability,Damn this game is fun. I have almost every total war game since Rome 2 and I can confidently say that this is the most fun I have ever have. Buy this game,0.6790000200271606,"['rome', 'buy']",2,"['rome', 'buy']",2,"campaign, hour, issue, battle, bug, crash, multiplayer, review, rome, fix"
679,Series Authenticity,Very fun game! really worth it.,0.3328000009059906,[],0,[],0,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
2253,Series Authenticity,"Amazing game, diplomacy is finally  done some justice. Just a little underwhelming after something as grand in scale and unique as Total War: Warhammer 1 and 2",0.8651999831199646,"['diplomacy_finally', 'justice', 'scale', 'warhammer']",4,"['diplomacy_finally', 'scale', 'warhammer', 'justice']",4,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
1336,Tactical Gameplay,Total war come back this time with full force. This game mix everything that works on the previous titles and expands the game with the new generals feature.,0.8051999807357788,"['force', 'mix', 'previous_titles', 'general']",4,"['force', 'mix', 'previous_titles', 'general']",4,"unit, battle, faction, army, general, character, diplomacy, campaign, hero, building"
739,Series Authenticity,One of the best total war games to date!,0.7749999761581421,"['one_best_total_war', 'games_date']",2,"['games_date', 'one_best_total_war']",2,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
1706,Series Authenticity,"Great game !
I really want to see more unique characters.",0.6650999784469604,['unique_characters'],1,['unique_characters'],1,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
3137,Series Authenticity,fantastic edition to the Total war games. it has been my favourite one since shogun 2,0.8331000208854675,"['edition', 'total_war_games', 'shogun']",3,"['shogun', 'edition', 'total_war_games']",3,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
2156,Series Authenticity,The game is good better than good. but once you play it enough you can see all the unfinished side of things,0.3328000009059906,[],0,[],0,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
1549,Tactical Gameplay,Let us use this game to set an example in benevolence that will inspire the entire industry.,0.7839000225067139,"['use', 'example', 'benevolence', 'industry']",4,"['example', 'use', 'benevolence', 'industry']",4,"unit, battle, faction, army, general, character, diplomacy, campaign, hero, building"
101,Series Authenticity,So far it's pretty good :-),0.3328000009059906,[],0,[],0,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
153,Series Authenticity,Best Total War since Shogun 2,0.7775999903678894,"['best_total_war', 'shogun']",2,"['shogun', 'best_total_war']",2,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
3175,Series Authenticity,F*cking Sick game - got good graphics and combat with vibrant colours,0.8325999975204468,"['graphic', 'combat', 'colour']",3,"['combat', 'graphic', 'colour']",3,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
1041,Strategic Gameplay,"Dong Zhuo dies too quickly


This is so sad Diaochan play Despacito",0.6150000095367432,['dong_zhuo'],1,['dong_zhuo'],1,"china, war, cao_cao, lu_bu, liu_bei, yuan_shao, army, character, man, emperor"
2674,Series Authenticity,"Amazing total war entry, as somebody who wasn't too keen on the more recent total war games, this one definitely is worth picking up, love it.",0.8664000034332275,"['entry', 'somebody', 'total_war_games', 'definitely_worth', 'love']",5,"['definitely_worth', 'love', 'total_war_games', 'entry', 'somebody']",5,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
1355,Series Authenticity,Great game whitch is worth the money .,0.6664000153541565,['worth_money'],1,['worth_money'],1,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
1036,Strategic Gameplay,10/10 would Lü Bu 300 people at once again,0.739799976348877,"['lü_bu', 'people']",2,"['lü_bu', 'people']",2,"china, war, cao_cao, lu_bu, liu_bei, yuan_shao, army, character, man, emperor"
1222,Game Stability,18 year old bandit queen chopped the head off a 31 year old bandit king 10/10,0.45080000162124634,"['year_old', 'bandit_queen', 'head', 'year_old', 'king']",5,"['year_old', 'king', 'head', 'bandit_queen']",4,"campaign, hour, issue, battle, bug, crash, multiplayer, review, rome, fix"
2175,Series Authenticity,"i7-8700
msi 1070
ddr4 19200 8g x2
There is no progress after emperor.
Unconditionally disconnected",0.4438999891281128,"['msi', 'ddr4', 'g', 'progress', 'emperor']",5,"['g', 'ddr4', 'emperor', 'msi', 'progress']",5,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
2737,Strategic Gameplay,Buy this game and unite China with the big eared villain!,0.6150000095367432,"['unite_china', 'villain']",2,"['unite_china', 'villain']",2,"china, war, cao_cao, lu_bu, liu_bei, yuan_shao, army, character, man, emperor"
1410,Series Authenticity,Major changes comparied to pevious games in the series,0.7760999798774719,"['change', 'series']",2,"['series', 'change']",2,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
39,Series Authenticity,Best total war game out in a while.,0.6664000153541565,['best_total_war'],1,['best_total_war'],1,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
1492,Series Authenticity,"Fantastic addition to total war franchise, stunning graphics and diplomacy overhaul is great",0.8652999997138977,"['addition_total_war_franchise', 'graphic', 'diplomacy', 'overhaul']",4,"['addition_total_war_franchise', 'graphic', 'overhaul', 'diplomacy']",4,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
1502,Series Authenticity,New and awesome game with a whole new time period that is fun.,0.775600016117096,"['time_period', 'fun']",2,"['time_period', 'fun']",2,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
2250,Series Authenticity,"Probably the best total war game I have played thus far and a very exciting game if you are a fan of the three kingdoms period of Chinese history!

",0.8661999702453613,"['probably_best', 'fan', 'three_kingdoms_period', 'chinese_history']",4,"['three_kingdoms_period', 'probably_best', 'chinese_history', 'fan']",4,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
136,Game Stability,"Great game,
lacking in some areas, but overall a good experience i rate it 7/10",0.7376999855041504,"['area', 'experience', 'rate']",3,"['area', 'experience', 'rate']",3,"campaign, hour, issue, battle, bug, crash, multiplayer, review, rome, fix"
97,Series Authenticity,One of the best Total War titles to date,0.8320000171661377,"['one_best_total_war', 'title', 'date']",3,"['one_best_total_war', 'title', 'date']",3,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
191,Series Authenticity,"A refreshing game in the total wars series, highly recommended.",0.8330000042915344,"['total_wars', 'series', 'highly_recommended']",3,"['series', 'total_wars', 'highly_recommended']",3,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
849,Series Authenticity,Best game in the total war series so far.,0.7774999737739563,"['best_total_war', 'series']",2,"['series', 'best_total_war']",2,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
3165,Strategic Gameplay,Better than the Romance of the Three Kingdom games by Koei!,0.6136999726295471,['romance_three_kingdom'],1,['romance_three_kingdom'],1,"china, war, cao_cao, lu_bu, liu_bei, yuan_shao, army, character, man, emperor"
456,Series Authenticity,Good romance of the three kingdoms,0.6629999876022339,['romance_three_kingdoms'],1,['romance_three_kingdoms'],1,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
1143,Series Authenticity,"not my favourite total war game but i will say its still a great game and i've been having lots of fun with it, i kinda wish there was more content but guess i'll have to wait for dlc.",0.8659999966621399,"['favourite_total_war', 'lots_fun', 'content', 'wait_dlc']",4,"['lots_fun', 'wait_dlc', 'content', 'favourite_total_war']",4,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
2168,Strategic Gameplay,One of the best Total War games out there!,0.5529999732971191,['one_best_total_war'],1,['one_best_total_war'],1,"china, war, cao_cao, lu_bu, liu_bei, yuan_shao, army, character, man, emperor"
2962,Hist/Cultr Authenticity,"Amazing game, my only complaint is the overwhelming UI at times.",0.5842000246047974,['complaint'],1,['complaint'],1,"faction, army, diplomacy, vassal, war, player, people, way, city, problem"
1950,Series Authenticity,"Without mods 8/10, but sadly it cant beat Shogun 2 Total War.

",0.6664000153541565,['shogun'],1,['shogun'],1,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
3111,Series Authenticity,"Amazing game, this is what should have been the sequel to Shogun 2.

My only issue is the UI and some H.U.D. elements.",0.5691999793052673,"['sequel', 'shogun_two', 'issue', 'element']",4,"['sequel', 'element', 'shogun_two', 'issue']",4,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
328,Series Authenticity,the most polished total war game.,0.3328000009059906,[],0,[],0,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
2753,Strategic Gameplay,"- 1 more turn
- 1 more
- Just 1 more turn
- Is that the sun?",0.6150000095367432,['sun'],1,['sun'],1,"china, war, cao_cao, lu_bu, liu_bei, yuan_shao, army, character, man, emperor"
2597,Series Authenticity,"I am impressed. utterly impressed. 
Easily the best Total War game to date and I've played them all. 
Great optimization, great soundtrack, great character development.

I'm gonna miss work for this",0.8883000016212463,"['best_total_war_date', 'optimization', 'soundtrack', 'character_development', 'work']",5,"['character_development', 'optimization', 'soundtrack', 'work', 'best_total_war_date']",5,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
282,Series Authenticity,Takes all the best parts from the previous Total War games and combines them into one.,0.7763000130653381,"['best_parts', 'previous_total_war']",2,"['previous_total_war', 'best_parts']",2,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
384,Series Authenticity,300 hours played with this game and been chasing Sun Ren's tail the whole time... best dating sim ever. would definitely recommend,0.54339998960495,"['hour', 'sun', 'tail', 'sim', 'definitely_recommend']",5,"['definitely_recommend', 'sun', 'sim', 'tail', 'hour']",5,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
765,Series Authenticity,"This game is really good and it is the first Total War game that I have been into for a long time now, 8/10 would get distracted by watching my guys fight again.",0.7612000107765198,"['long_time', 'guy']",2,"['guy', 'long_time']",2,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
88,Series Authenticity,such wow such frames such blood,0.7739999890327454,"['frame', 'blood']",2,"['blood', 'frame']",2,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
1757,Series Authenticity,"The most complete Total War game since Shogun 2.  If you like Total War games, you'll love this.",0.7774999737739563,"['shogun_two', 'total_war_games']",2,"['shogun_two', 'total_war_games']",2,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
1893,Strategic Gameplay,"Love this game... It's awesome! Been playing Total War for 14 years, this one is sweet!",0.5831000208854675,['year'],1,['year'],1,"china, war, cao_cao, lu_bu, liu_bei, yuan_shao, army, character, man, emperor"
532,Strategic Gameplay,"Pros: Great Game ;)
Cons: There are none",0.6146000027656555,['pros_cons'],1,['pros_cons'],1,"china, war, cao_cao, lu_bu, liu_bei, yuan_shao, army, character, man, emperor"
3129,Tactical Gameplay,İt is an OK game. You can do some stuff.,0.555400013923645,['stuff'],1,['stuff'],1,"unit, battle, faction, army, general, character, diplomacy, campaign, hero, building"
2583,Series Authenticity,The best TW game after Shogun 2. The blood DLC is a bit meh...,0.666700005531311,"['best_tw', 'shogun_two', 'blood_dlc', 'meh']",4,"['meh', 'shogun_two', 'best_tw', 'blood_dlc']",4,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
2643,Series Authenticity,"So far, im in love with this game <3",0.6647999882698059,['love'],1,['love'],1,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
631,Series Authenticity,Great Game. Super In-Depth and fun battles,0.8321999907493591,"['indepth', 'fun', 'battle']",3,"['battle', 'indepth', 'fun']",3,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
1213,Hist/Cultr Authenticity,Better UI than ever before but less unit variety compared to TW Warhammer 1 and 2 of course,0.6222000122070312,"['unit_variety', 'tw_warhammer', 'course']",3,"['course', 'unit_variety', 'tw_warhammer']",3,"faction, army, diplomacy, vassal, war, player, people, way, city, problem"
1943,Game Stability,"keep crashing...become worst after patch.
crash at least 1 time per hour= =",0.704200029373169,"['crash', 'hour']",2,"['crash', 'hour']",2,"campaign, hour, issue, battle, bug, crash, multiplayer, review, rome, fix"
129,Series Authenticity,"Really good game with truly amazing characters 

Weird ai tho

But hey GG",0.6597999930381775,['character'],1,['character'],1,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
3584,Series Authenticity,"THREE KINGDOMS is also fun. Even if the trade war is not rich, I will buy it to play",0.47749999165534973,"['three_kingdoms', 'trade', 'war', 'buy', 'play']",5,"['play', 'war', 'buy', 'trade', 'three_kingdoms']",5,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
3349,Series Authenticity,Best Total War game I've played. Better than Shogun 2 total war. The hero battles and RPG like system make things so much more fun than just a military strategy game.,0.8881999850273132,"['best_total_war', 'shogun', 'hero', 'battle', 'strategy']",5,"['hero', 'battle', 'strategy', 'shogun', 'best_total_war']",5,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
