,dominant_topic,original_text,topic_perc_contrib,tokens,num_tokens,unique_tokens,num_unique_tokens,keywords
139,Strategic Gameplay,Great game that is very polished. I loved the changes to Diplomacy.,0.7049000263214111,"['change', 'diplomacy']",2,"['change', 'diplomacy']",2,"faction, army, diplomacy, vassal, war, player, people, way, city, problem"
960,Content & Authenticity,Great game. Great optimization better than other total wars. sad that the workshop isn't out dlcs are beautiful and i love it.,0.49140000343322754,"['optimization', 'total_wars', 'workshop', 'dlcs']",4,"['dlcs', 'workshop', 'total_wars', 'optimization']",4,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
1240,Characters,"Obviously writing this for the steam summer sale game.

But it's fun.",0.7426000237464905,"['steam', 'summer_sale']",2,"['steam', 'summer_sale']",2,"china, war, cao_cao, lu_bu, liu_bei, yuan_shao, army, character, man, emperor"
1115,Content & Authenticity,Pretty much the best total war game I've ever played,0.6664000153541565,['best_total_war'],1,['best_total_war'],1,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
1859,Content & Authenticity,I am not v good at total war but still 10/10 game,0.3328000009059906,[],0,[],0,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
1164,Content & Authenticity,Best total war game in ages!,0.5073999762535095,"['best_total_war', 'age']",2,"['best_total_war', 'age']",2,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
2744,Content & Authenticity,I think it is the best Total war game i've played (played nearly every) even better than Warhammer II and Shogun II,0.8331000208854675,"['best_total_war', 'warhammer_two', 'shogun_two']",3,"['warhammer_two', 'best_total_war', 'shogun_two']",3,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
62,Content & Authenticity,One of the best in the series. If not the best. Highly recommend this game if you are familiar with the series,0.8665000200271606,"['one_best', 'series', 'highly_recommend', 'series']",4,"['one_best', 'series', 'highly_recommend']",3,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
3454,Content & Authenticity,Such a good game. CA didn't fuck this one up. They did this very well.,0.3328000009059906,[],0,[],0,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
497,Content & Authenticity,"Great game so far. I know the dlcs are supposed to be around the same time period, but it would be nice to see gun powder introduced to the game again.",0.5281000137329102,"['dlcs', 'time_period', 'gun', 'powder']",4,"['powder', 'gun', 'dlcs', 'time_period']",4,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
384,Strategic Gameplay,300 hours played with this game and been chasing Sun Ren's tail the whole time... best dating sim ever. would definitely recommend,0.7042999863624573,"['sun_ren', 'tail', 'sim', 'definitely_recommend']",4,"['sun_ren', 'definitely_recommend', 'sim', 'tail']",4,"faction, army, diplomacy, vassal, war, player, people, way, city, problem"
3627,Tactical Gameplay,"Great system design of administration, amazing immersion!",0.7721999883651733,"['design', 'administration', 'immersion']",3,"['immersion', 'design', 'administration']",3,"unit, battle, faction, army, general, character, diplomacy, campaign, hero, building"
2257,Content & Authenticity,Best TW game since Shogun 2,0.7775999903678894,"['best_tw', 'shogun_two']",2,"['shogun_two', 'best_tw']",2,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
1823,Strategic Gameplay,"pay for blood. 

I'll give you this RED THUMBS DOWN WITH FULL OF BLOOD",0.476500004529953,"['pay_blood', 'thumb', 'blood']",3,"['pay_blood', 'thumb', 'blood']",3,"faction, army, diplomacy, vassal, war, player, people, way, city, problem"
1832,Content & Authenticity,"outstanding game. best total war yet. not hard to learn if you are new. for total war fans BUY IT, for anyone who is new and thinking about it BUY IT love CA love total war.   BUY IT",0.886900007724762,"['best_total_war', 'fan', 'thinking', 'buy', 'buy']",5,"['thinking', 'best_total_war', 'buy', 'fan']",4,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
1526,Content & Authenticity,"tis probably the best TW game in a long time, but still many things i don't like. At least moving in the right direction",0.8331000208854675,"['probably_best', 'long_time', 'right_direction']",3,"['probably_best', 'right_direction', 'long_time']",3,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
3216,Content & Authenticity,"Ding Dong the Dong is Dead

More to come as I take more of China",0.5059999823570251,"['dong', 'china']",2,"['china', 'dong']",2,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
247,Content & Authenticity,this game is a lot of fun. it was my first time playing total war games so the learning curve was a bit rough.,0.7774999737739563,"['total_war_games', 'learning_curve']",2,"['learning_curve', 'total_war_games']",2,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
1895,Content & Authenticity,"I like it.  Don't care if you don't.  Fun strategy game, and I havent played a total war game since rome 2",0.8323000073432922,"['care', 'strategy', 'rome_two']",3,"['rome_two', 'strategy', 'care']",3,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
1883,Strategic Gameplay,Game still feels really unfinished. I hope it gets a good bit of support.,0.7206000089645386,"['hope', 'support']",2,"['hope', 'support']",2,"faction, army, diplomacy, vassal, war, player, people, way, city, problem"
3420,"UX/UI, Performance, Stability",so far so good. it's a total war game. not sure what to say here. the diplomacy has been improved so much since atilla and works really well. everything else is just as you would expect a total war game to be.,0.45239999890327454,"['diplomacy', 'atilla', 'work']",3,"['diplomacy', 'work', 'atilla']",3,"campaign, hour, issue, battle, bug, crash, multiplayer, review, rome, fix"
2320,Strategic Gameplay,No blood in a war game. Well this is Total War after all at some point you'll pay for it.,0.5932000279426575,"['blood', 'war', 'point', 'pay']",4,"['point', 'pay', 'blood', 'war']",4,"faction, army, diplomacy, vassal, war, player, people, way, city, problem"
2486,Strategic Gameplay,"Stop looking at reviews and just go buy it already, trust me it’s amazing.",0.7229999899864197,"['review', 'trust']",2,"['review', 'trust']",2,"faction, army, diplomacy, vassal, war, player, people, way, city, problem"
1855,Content & Authenticity,"The depth of this game is incredible.  Same great battles, with cultural context added, diplomacy is intriguing.  Will be playing this for a long time.",0.8324000239372253,"['battle', 'context', 'diplomacy', 'long_time']",4,"['long_time', 'diplomacy', 'battle', 'context']",4,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
1354,"UX/UI, Performance, Stability","Amazing game! Love the feel, Art and also the music is amazing! If your looking for a game that is fun and challenges the mind but also sucks up all of your time look no further!",0.46959999203681946,"['art', 'music', 'challenge', 'mind', 'look']",5,"['music', 'mind', 'art', 'look', 'challenge']",5,"campaign, hour, issue, battle, bug, crash, multiplayer, review, rome, fix"
1757,Content & Authenticity,"The most complete Total War game since Shogun 2.  If you like Total War games, you'll love this.",0.7774999737739563,"['shogun_two', 'total_war_games']",2,"['shogun_two', 'total_war_games']",2,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
116,Content & Authenticity,Game is awesome. One small shame is the AI Vasseling ability seems so broken.,0.7764000296592712,"['shame', 'ability']",2,"['ability', 'shame']",2,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
630,Content & Authenticity,Probably the best TW so far,0.7775999903678894,"['probably_best', 'tw']",2,"['probably_best', 'tw']",2,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
711,Content & Authenticity,Three Kingdoms is perfect for Total War.  I played the old SNES Romance of the Three Kingdoms when it came out and this renewed my love the game and characters.  Highly recommended.,0.7125999927520752,"['three_kingdoms', 'sne', 'romance_three_kingdoms', 'character', 'highly_recommended']",5,"['character', 'sne', 'romance_three_kingdoms', 'three_kingdoms', 'highly_recommended']",5,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
1726,Content & Authenticity,"Worthy challenge to Civ's series for ""Just one more turn"" syndrome!",0.8658000230789185,"['challenge', 'civ', 'series', 'one_turn', 'syndrome']",5,"['syndrome', 'series', 'civ', 'one_turn', 'challenge']",5,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
551,Content & Authenticity,"As a non-Total War fans, this game definitely impressed me a lot.",0.6664000153541565,['fan'],1,['fan'],1,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
3329,Content & Authenticity,"Best total war game in a long time...
It just feels right and runs perfectly
I got the game for two days and ive been playin for more than 10 hours",0.8650000095367432,"['best_total_war', 'long_time', 'run', 'day', 'playin']",5,"['playin', 'run', 'day', 'best_total_war', 'long_time']",5,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
1888,Content & Authenticity,if you like total war game or three kingdoms history you will enjoy. but you better have good computer for best experience.,0.83160001039505,"['three_kingdoms', 'history', 'experience']",3,"['experience', 'history', 'three_kingdoms']",3,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
1792,Content & Authenticity,Fantastic. Great to be back to historical TW.,0.6664000153541565,['tw'],1,['tw'],1,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
1472,Content & Authenticity,TW:TK is good. But TW:Attila is still better.,0.6657000184059143,"['tw_tk', 'attila']",2,"['attila', 'tw_tk']",2,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
2762,Content & Authenticity,"One of, if not , the best total war to date",0.7749999761581421,"['one_best_total_war', 'date']",2,"['one_best_total_war', 'date']",2,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
1928,Characters,spread your seed across china simulator,0.7422000169754028,"['seed', 'china', 'simulator']",3,"['simulator', 'seed', 'china']",3,"china, war, cao_cao, lu_bu, liu_bei, yuan_shao, army, character, man, emperor"
1729,Content & Authenticity,"Its fun. It took a little it to learn this Total War game. ive played all of the others,  I like the flavor of this one.  One of the best that ive played.",0.8665000200271606,"['ive_played', 'flavor', 'one_best', 'ive_played']",4,"['flavor', 'one_best', 'ive_played']",3,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
86,Content & Authenticity,"One of the best total wars CA ever made, no complains here 8/10.",0.6664000153541565,['one_best_total_wars'],1,['one_best_total_wars'],1,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
2635,Content & Authenticity,Just epic! Big improvement over the diplomacy and the same epci battle of a Total War game. The game just look so good,0.8323000073432922,"['improvement', 'diplomacy', 'epci', 'battle']",4,"['diplomacy', 'battle', 'epci', 'improvement']",4,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
2718,"UX/UI, Performance, Stability",The only thing a need for to be happy its more blood. This game is awsome and if u like the total war franshise just buy it and enjoy :).,0.5511999726295471,"['blood', 'franshise']",2,"['franshise', 'blood']",2,"campaign, hour, issue, battle, bug, crash, multiplayer, review, rome, fix"
1671,Content & Authenticity,One of the best and most complex Historical Total War games to date.,0.8331999778747559,"['one_best', 'total_war_games', 'date']",3,"['one_best', 'date', 'total_war_games']",3,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
3072,Tactical Gameplay,PLEASE FIX THE WEIRD BATTLE ANIMATIONS.,0.7071999907493591,"['battle', 'animation']",2,"['animation', 'battle']",2,"unit, battle, faction, army, general, character, diplomacy, campaign, hero, building"
3480,"UX/UI, Performance, Stability",The best total war games by now. 9.5/10,0.5582000017166138,['best_total_war_games'],1,['best_total_war_games'],1,"campaign, hour, issue, battle, bug, crash, multiplayer, review, rome, fix"
544,Strategic Gameplay,"So, Creative finally listened to the players and delivered this beautiful game.",0.5680000185966492,['player'],1,['player'],1,"faction, army, diplomacy, vassal, war, player, people, way, city, problem"
305,Content & Authenticity,"I am new to total war, and I was not sure if I would enjoy it but I really do. I can`t stop playing this game, It is really a game for me.",0.6662999987602234,['stop_playing'],1,['stop_playing'],1,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
3188,"UX/UI, Performance, Stability",I am biased! Been huge fan of Three Kingdoms and Total war. Worth price in money and time.,0.567799985408783,"['huge_fan', 'three_kingdoms', 'worth_price', 'money']",4,"['huge_fan', 'money', 'worth_price', 'three_kingdoms']",4,"campaign, hour, issue, battle, bug, crash, multiplayer, review, rome, fix"
221,Content & Authenticity,Great game for total war - its a little complicated but the romance addition is awesome for the campaign  and once you figure it out it just gets better and more complex,0.8654000163078308,"['romance', 'addition', 'campaign', 'figure']",4,"['addition', 'campaign', 'figure', 'romance']",4,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
1811,"UX/UI, Performance, Stability","a must have for total war fans,despite the fact it still have a few minor bug after the recent update.",0.551800012588501,"['fan', 'fact', 'bug', 'update']",4,"['update', 'fan', 'bug', 'fact']",4,"campaign, hour, issue, battle, bug, crash, multiplayer, review, rome, fix"
899,Tactical Gameplay,"First review.

It's great. Go buy it. The diplomacy system is a great improvement over the last game. Kinda wish there were more unit models than 240",0.49239999055862427,"['review', 'diplomacy', 'improvement', 'unit']",4,"['unit', 'review', 'diplomacy', 'improvement']",4,"unit, battle, faction, army, general, character, diplomacy, campaign, hero, building"
386,Characters,10/10 would execute Lu Bu again,0.7430999875068665,"['execute', 'lu_bu']",2,"['execute', 'lu_bu']",2,"china, war, cao_cao, lu_bu, liu_bei, yuan_shao, army, character, man, emperor"
2765,Content & Authenticity,"First total war game, and im pretty taken aback by how fun it is. If civ is considered the ""one more turn game"", then this is the refined heroin of that.",0.7767999768257141,"['civ', 'one_turn', 'heroin']",3,"['civ', 'heroin', 'one_turn']",3,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
715,Characters,3 out of 3 Chins Simulator,0.6148999929428101,"['chin', 'simulator']",2,"['simulator', 'chin']",2,"china, war, cao_cao, lu_bu, liu_bei, yuan_shao, army, character, man, emperor"
2292,Content & Authenticity,"Not since Shogun II have I been this invested in a Total War Game. The Three Kingdoms era is a perfect backdrop. 

If nothing else, get it for LU BU",0.6204000115394592,"['shogun_two', 'three_kingdoms_era', 'backdrop', 'lu_bu']",4,"['backdrop', 'three_kingdoms_era', 'shogun_two', 'lu_bu']",4,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
3581,Characters,"Oh look, there is Lü Bu...hopefully i can beat him with my army.

*Lü Bu single-handedly kills more than 1000 men*


Aaaaaaarggh.",0.8456000089645386,"['lü_bu', 'army', 'lü_bu', 'man']",4,"['lü_bu', 'man', 'army']",3,"china, war, cao_cao, lu_bu, liu_bei, yuan_shao, army, character, man, emperor"
1595,Tactical Gameplay,captures the essence of what makes the RoTTK so enjoyable; great characters with over the top EVERYTHING.,0.5246000289916992,"['essence', 'character']",2,"['essence', 'character']",2,"unit, battle, faction, army, general, character, diplomacy, campaign, hero, building"
1698,Content & Authenticity,"I would say one of the most balanced TOTAL WAR game, is a PLUS if you're THREE KINGDOMS fan",0.7770000100135803,"['three_kingdoms', 'fan']",2,"['fan', 'three_kingdoms']",2,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
1560,Content & Authenticity,Greatest Total War game to date!!!,0.6664000153541565,['date'],1,['date'],1,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
291,Content & Authenticity,"Great game. Close race between this, Warhammer and Shogun II for best in the Total War series.",0.8657000064849854,"['race', 'shogun_two', 'best_total_war', 'series']",4,"['race', 'best_total_war', 'series', 'shogun_two']",4,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
2161,Content & Authenticity,Just an absolute joy to play. The best Total War game so far.,0.7775999903678894,"['joy', 'best_total_war']",2,"['joy', 'best_total_war']",2,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
719,Content & Authenticity,"If you want Romance of The Three Kingdoms in Total War, get this or the mod for Medieval II.",0.832099974155426,"['romance_three_kingdoms', 'mod', 'medieval_two']",3,"['medieval_two', 'mod', 'romance_three_kingdoms']",3,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
101,Content & Authenticity,So far it's pretty good :-),0.3328000009059906,[],0,[],0,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
153,Content & Authenticity,Best Total War since Shogun 2,0.7775999903678894,"['best_total_war', 'shogun_two']",2,"['best_total_war', 'shogun_two']",2,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
3052,Content & Authenticity,"Finally a historical TW game again. And it's great, maybe even better then Shogun 2.",0.7775999903678894,"['tw', 'shogun_two']",2,"['shogun_two', 'tw']",2,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
718,Characters,"First Total War game I've played, based on a time period that I love, and holy shit this game is fun.  Also steam summer sale.",0.517300009727478,"['time_period', 'shit', 'steam', 'summer_sale']",4,"['steam', 'shit', 'summer_sale', 'time_period']",4,"china, war, cao_cao, lu_bu, liu_bei, yuan_shao, army, character, man, emperor"
1615,Content & Authenticity,It's the best TW game so far!,0.6664000153541565,['best_tw'],1,['best_tw'],1,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
1505,Characters,10/10 would father Sun Ren again,0.7430999875068665,"['father', 'sun_ren']",2,"['sun_ren', 'father']",2,"china, war, cao_cao, lu_bu, liu_bei, yuan_shao, army, character, man, emperor"
709,Characters,10/10 Would fertilize the rice fields of China again.,0.8068000078201294,"['fertilize', 'rice', 'field', 'china']",4,"['fertilize', 'china', 'field', 'rice']",4,"china, war, cao_cao, lu_bu, liu_bei, yuan_shao, army, character, man, emperor"
315,Content & Authenticity,One of the greatest three kingdom games I've ever played.,0.7760999798774719,"['one_greatest', 'three_kingdom']",2,"['three_kingdom', 'one_greatest']",2,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
1013,Content & Authenticity,I am a hardcore fan!!! Diplomacy is pretty good over other TW titles. Finally worth using.,0.8662999868392944,"['hardcore', 'fan', 'diplomacy', 'tw_titles']",4,"['hardcore', 'fan', 'diplomacy', 'tw_titles']",4,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
1953,Content & Authenticity,GAME IS AWESOME and just what i have been waiting for for the last 2 years and I'm so happy with the game so far cant wait for blood pack with further enhancements and the mod kits.,0.7739999890327454,"['year', 'blood_pack', 'enhancement', 'kit']",4,"['enhancement', 'blood_pack', 'year', 'kit']",4,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
317,Content & Authenticity,"i even take days off to play this game.

Worth my money",0.7730000019073486,"['day', 'worth_money']",2,"['worth_money', 'day']",2,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
39,Content & Authenticity,Best total war game out in a while.,0.6664000153541565,['best_total_war'],1,['best_total_war'],1,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
1006,"UX/UI, Performance, Stability","Finaly a really good Total War game again, I wish they put as much effort to DLCs and new releases",0.4503999948501587,"['finaly', 'wish', 'effort', 'release']",4,"['wish', 'finaly', 'effort', 'release']",4,"campaign, hour, issue, battle, bug, crash, multiplayer, review, rome, fix"
1205,Content & Authenticity,One of the better total war games.,0.6661999821662903,['total_war_games'],1,['total_war_games'],1,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
3078,Characters,"I want choose Dong Zhuo or He Jin,",0.6150000095367432,"['dong_zhuo', 'jin']",2,"['jin', 'dong_zhuo']",2,"china, war, cao_cao, lu_bu, liu_bei, yuan_shao, army, character, man, emperor"
3419,Content & Authenticity,"As a Dynasty Warriors and Total War fan, this is perfect. Also, it runs very well! Congratulations CA.",0.8317999839782715,"['dynasty_warriors', 'fan', 'run', 'congratulation']",4,"['fan', 'run', 'congratulation', 'dynasty_warriors']",4,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
136,"UX/UI, Performance, Stability","Great game,
lacking in some areas, but overall a good experience i rate it 7/10",0.7371000051498413,"['area', 'experience', 'rate']",3,"['rate', 'area', 'experience']",3,"campaign, hour, issue, battle, bug, crash, multiplayer, review, rome, fix"
97,Content & Authenticity,One of the best Total War titles to date,0.8320000171661377,"['one_best_total_war', 'title', 'date']",3,"['title', 'one_best_total_war', 'date']",3,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
189,Content & Authenticity,Very nice game but needs some fixing.,0.6615999937057495,['need'],1,['need'],1,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
445,Content & Authenticity,"Never played a Total War game before, but this is a blast to play.",0.6662999987602234,['blast_play'],1,['blast_play'],1,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
1084,Content & Authenticity,Best Total War in quite some time! Grab it!,0.7775999903678894,"['best_total_war', 'grab']",2,"['best_total_war', 'grab']",2,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
397,Content & Authenticity,"Very fun, recommended if you have enjoyed previous Total War titles.",0.7770000100135803,"['previous_total_war', 'title']",2,"['title', 'previous_total_war']",2,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
3599,Content & Authenticity,"Great fun , runs great , new features are fantastic! Highly recommended if any interest in the total war series",0.8330000042915344,"['new_features', 'highly_recommended', 'series']",3,"['series', 'new_features', 'highly_recommended']",3,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
3113,Content & Authenticity,"Amazing game, this is what should have been the sequel to Shogun 2.

My only issue is the UI and some H.U.D. elements.",0.5691999793052673,"['sequel', 'shogun_two', 'issue', 'element']",4,"['sequel', 'shogun_two', 'issue', 'element']",4,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
1564,Content & Authenticity,Great historical total war game. Love the focus on characters in the romance mode,0.7774999737739563,"['focus_characters', 'romance_mode']",2,"['romance_mode', 'focus_characters']",2,"three_kingdoms, series, fan, diplomacy, battle, love, best_total_war, campaign, total_war_games, fun"
